Timestamp,LeftX,LeftY,LeftVelX,LeftVelY,RightX,RightY,RightVelX,RightVelY,LeftPupilRadius,RightPupilRadius,LeftRadialVel,LeftRadialAcc,LeftRadialJerk,RightRadialVel,RightRadialAcc,RightRadialJerk,
10888,-1.48332,0.0340913,0.388466,0.909069,-1.39544,-0.268205,0.481428,0.586168,1.27467,1.24312,0.0138823,0.000193193,-0.00751648,0.0121371,0.00711392,0.0137655,
10890,-1.48245,0.0502177,0.0538698,1.08902,-1.39379,-0.256793,0.15788,0.586168,1.27539,1.24351,0.01615,0.00226771,0.00207452,0.011531,-0.000606102,-0.00772003,
10892,-1.48158,0.0448411,0.0538698,-0.349467,-1.39379,-0.251089,-0.0578406,0.292733,1.27503,1.24351,0.00544686,-0.0107032,-0.0129709,0.00570421,-0.00582681,-0.00522071,
10894,-1.48245,0.0421545,-0.169104,-0.16952,-1.39296,-0.245381,0.0499869,0.292912,1.27467,1.24351,0.00282467,-0.00262219,0.00808097,0.0057672,6.29856e-05,0.00588979,
10896,-1.48158,0.0394678,0.0538698,-0.16952,-1.39131,-0.251089,0.15788,-0.293958,1.27394,1.24351,0.00282467,6.50521e-18,0.00262219,0.00594227,0.000175076,0.00011209,
10898,-1.47809,0.028718,0.388466,-0.708924,-1.38965,-0.262497,0.15788,-0.587034,1.27394,1.24312,0.0113021,0.00847746,0.00847746,0.0115276,0.0055853,0.00541023,
10900,-1.47547,0.0152814,0.276843,-0.888652,-1.38965,-0.273909,-0.0578406,-0.587213,1.27358,1.24274,0.0136889,0.00238678,-0.00609067,0.0114119,-0.000115668,-0.00570097,
10902,-1.47373,0.00184492,0.165493,-0.888652,-1.38718,-0.273909,0.265708,-0.000522829,1.27358,1.24197,0.0135494,-0.000139498,-0.00252628,0.00247944,-0.00893246,-0.0088168,
10904,-1.47373,-0.000841726,-0.057617,-0.16952,-1.38552,-0.265353,0.15788,0.439361,1.27358,1.24197,0.00268665,-0.0108628,-0.0107233,0.00871455,0.00623511,0.0151676,
10906,-1.46762,-0.0062183,0.722926,-0.349467,-1.38635,-0.256793,-0.165734,0.43954,1.27322,1.24121,0.00813596,0.00544931,0.0163121,0.00859964,-0.000114912,-0.00635002,
10908,-1.46064,-0.00352837,0.834549,0.190156,-1.38965,-0.251089,-0.489216,0.292733,1.27213,1.24082,0.0074799,-0.000656061,-0.00610537,0.00659288,-0.00200676,-0.00189185,
10910,-1.4589,0.00184492,0.165357,0.369665,-1.38965,-0.251089,-0.0578406,-0.000522829,1.27067,1.24121,0.00564934,-0.00183056,-0.0011745,0,-0.00659288,-0.00458612,
10912,-1.46326,0.00721822,-0.615187,0.369665,-1.38718,-0.251089,0.265708,-0.000522829,1.26995,1.24236,0.00692088,0.00127154,0.0031021,0.00247944,0.00247944,0.00907232,
10914,-1.46762,0.00990815,-0.615187,0.190156,-1.38387,-0.251089,0.373535,-0.000522829,1.27031,1.24351,0.00512464,-0.00179624,-0.00306778,0.00330575,0.000826313,-0.00165313,
10916,-1.46762,0.0125948,-0.057617,0.189937,-1.38387,-0.251089,-0.0578406,-0.000522829,1.2714,1.24389,0.00268665,-0.002438,-0.00064176,0,-0.00330575,-0.00413207,
10918,-1.46675,0.0152814,0.0538698,0.189937,-1.38304,-0.253941,0.0500527,-0.147151,1.27285,1.24427,0.00282467,0.000138021,0.00257602,0.00296953,0.00296953,0.00627529,
10920,-1.46326,0.0125948,0.388466,-0.16952,-1.38222,-0.253941,0.0499869,-0.000522829,1.27358,1.24427,0.00440413,0.00157946,0.00144144,0.000826313,-0.00214322,-0.00511276,
10922,-1.45715,0.00990815,0.723062,-0.16952,-1.38139,-0.253941,0.0500527,-0.000522829,1.27358,1.24427,0.00667213,0.002268,0.00068854,0.000826817,5.04464e-07,0.00214373,
10924,-1.45192,0.00453157,0.61144,-0.349467,-1.38139,-0.253941,-0.0578406,-0.000522829,1.27322,1.24427,0.00750354,0.000831411,-0.00143659,0,-0.000826817,-0.000827321,
10926,-1.4493,0.00453157,0.276843,0.0102086,-1.38139,-0.248233,-0.0578406,0.292912,1.27285,1.24466,0.00261651,-0.00488704,-0.00571845,0.00570769,0.00570769,0.00653451,
10928,-1.45017,0.00990815,-0.169104,0.369884,-1.38139,-0.239677,-0.0578406,0.439361,1.27213,1.24504,0.00544686,0.00283035,0.00771739,0.00855632,0.00284862,-0.00285907,
10930,-1.45192,0.0125948,-0.28059,0.189937,-1.37974,-0.231117,0.157814,0.43954,1.2714,1.24466,0.00320325,-0.00224361,-0.00507396,0.00871788,0.000161557,-0.00268707,
10932,-1.45192,0.0152814,-0.057617,0.189937,-1.37974,-0.228265,-0.0578406,0.146105,1.27067,1.24351,0.00268665,-0.000516599,0.00172701,0.00285211,-0.00586577,-0.00602733,
10934,-1.45192,0.0152814,-0.057617,0.0102086,-1.37891,-0.228265,0.0500527,-0.000522829,1.26995,1.24274,0,-0.00268665,-0.00217005,0.000826817,-0.00202529,0.00384048,
10936,-1.4493,0.00990815,0.276843,-0.349248,-1.37974,-0.231117,-0.165734,-0.147151,1.27031,1.24312,0.00597649,0.00597649,0.00866314,0.00296953,0.00214272,0.00416801,
10938,-1.44669,0.00721822,0.276979,-0.169739,-1.38056,-0.233969,-0.165668,-0.147151,1.27104,1.24351,0.00375332,-0.00222317,-0.00819966,0.00296939,-1.4042e-07,-0.00214286,
10940,-1.44407,0.00184492,0.276979,-0.349248,-1.38139,-0.233969,-0.165668,-0.000522829,1.27176,1.24389,0.00597696,0.00222364,0.00444681,0.000826313,-0.00214308,-0.00214294,
10942,-1.44232,0.00184492,0.165357,0.0102086,-1.38139,-0.231117,-0.0578406,0.146105,1.27213,1.24351,0.00174434,-0.00423262,-0.00645625,0.00285211,0.00202579,0.00416887,
10944,-1.44232,0.00184492,-0.057617,0.0102086,-1.38139,-0.233969,-0.0578406,-0.147151,1.27213,1.24312,0,-0.00174434,0.00248828,0.00285211,0,-0.00202579,
10946,-1.44232,0.00721822,-0.057617,0.369665,-1.38056,-0.233969,0.0499869,-0.000522829,1.27104,1.24236,0.0053733,0.0053733,0.00711763,0.000826313,-0.00202579,-0.00202579,
10948,-1.44232,0.0125948,-0.057617,0.369884,-1.37808,-0.236825,0.265708,-0.14733,1.27031,1.24197,0.00537658,3.2804e-06,-0.00537002,0.0037818,0.00295549,0.00498128,
10950,-1.44232,0.0152814,-0.057617,0.189937,-1.37395,-0.233969,0.481428,0.146284,1.26958,1.24197,0.00268665,-0.00268993,-0.00269321,0.0050232,0.0012414,-0.00171409,
10952,-1.44232,0.0179681,-0.057617,0.189937,-1.36982,-0.231117,0.481428,0.146105,1.27031,1.24197,0.00268665,-1.73472e-18,0.00268993,0.00502122,-1.97887e-06,-0.00124338,
10954,-1.44232,0.0179681,-0.057617,0.0102086,-1.36982,-0.228265,-0.0578406,0.146105,1.27104,1.24197,0,-0.00268665,-0.00268665,0.00285211,-0.00216911,-0.00216714,
10956,-1.44232,0.0179681,-0.057617,0.0102086,-1.36982,-0.222561,-0.0578406,0.292733,1.27031,1.24197,0,0,0.00268665,0.00570421,0.00285211,0.00502122,
10958,-1.4432,0.0125948,-0.169104,-0.349248,-1.37064,-0.219705,-0.165668,0.146284,1.26922,1.24236,0.00544362,0.00544362,0.00544362,0.00297274,-0.00273147,-0.00558358,
10960,-1.44058,0.00721822,0.276843,-0.349467,-1.36982,-0.225413,0.0499869,-0.293958,1.26776,1.24197,0.00597944,0.000535819,-0.0049078,0.0057672,0.00279446,0.00552593,
10962,-1.43622,0.00184492,0.499953,-0.349248,-1.36899,-0.236825,0.0500527,-0.587213,1.2674,1.24121,0.00692088,0.000941441,0.000405622,0.0114418,0.00567462,0.00288016,
10964,-1.43185,-0.000841726,0.499953,-0.16952,-1.36899,-0.245381,-0.0578406,-0.440406,1.26667,1.24044,0.00512292,-0.00179796,-0.0027394,0.00855632,-0.0028855,-0.00856012,
10966,-1.43011,0.00184492,0.165493,0.189937,-1.36899,-0.245381,-0.0578406,-0.000522829,1.26667,1.23967,0.00320383,-0.0019191,-0.000121139,0,-0.00855632,-0.00567082,
10968,-1.43011,0.00184492,-0.057617,0.0102086,-1.36982,-0.233969,-0.165734,0.586168,1.26703,1.23928,0,-0.00320383,-0.00128473,0.0114418,0.0114418,0.0199981,
10970,-1.42924,0.00184492,0.0538698,0.0102086,-1.36982,-0.222561,-0.0578406,0.585989,1.2674,1.2389,0.000872169,0.000872169,0.004076,0.0114084,-3.33955e-05,-0.0114752,
10972,-1.42749,0.00184492,0.165357,0.0102086,-1.36982,-0.219705,-0.0578406,0.146284,1.26667,1.23851,0.00174434,0.000872169,-2.22045e-16,0.00285559,-0.00855284,-0.00851944,
10974,-1.42488,-0.000841726,0.276979,-0.16952,-1.36734,-0.222561,0.265708,-0.14733,1.26631,1.23774,0.00375097,0.00200663,0.00113446,0.0037818,0.000926213,0.00947905,
10976,-1.42313,-0.000841726,0.165357,0.0102086,-1.36486,-0.225413,0.265773,-0.147151,1.26631,1.23736,0.00174434,-0.00200663,-0.00401326,0.0037795,-2.29786e-06,-0.00092851,
10978,-1.41877,-0.000841726,0.499953,0.0102086,-1.36321,-0.225413,0.157814,-0.000522829,1.26631,1.23736,0.00436191,0.00261757,0.0046242,0.00165263,-0.00212688,-0.00212458,
10980,-1.41441,-0.00352837,0.499953,-0.16952,-1.36403,-0.222561,-0.165668,0.146105,1.26594,1.2389,0.00512292,0.000761013,-0.00185656,0.00296939,0.00131677,0.00344365,
10982,-1.41179,-0.00890495,0.276979,-0.349467,-1.36569,-0.219705,-0.273561,0.146284,1.26521,1.24005,0.0059799,0.000856982,9.59692e-05,0.00329958,0.000330185,-0.000986584,
10984,-1.41353,-0.0115916,-0.28059,-0.16952,-1.36651,-0.219705,-0.165668,-0.000522829,1.26521,1.24082,0.00320325,-0.00277666,-0.00363364,0.000826313,-0.00247327,-0.00280345,
10986,-1.41528,-0.0196548,-0.280727,-0.529196,-1.36734,-0.225413,-0.165734,-0.293958,1.26485,1.24005,0.00824997,0.00504672,0.00782338,0.00576727,0.00494096,0.00741422,
10988,-1.41441,-0.0250281,0.0538698,-0.349248,-1.36817,-0.231117,-0.165668,-0.293779,1.26448,1.2389,0.00544362,-0.00280635,-0.00785308,0.00576375,-3.51877e-06,-0.00494448,
10990,-1.41266,-0.0250281,0.165493,0.0102086,-1.36899,-0.228265,-0.165668,0.146105,1.26448,1.2389,0.0017454,-0.00369822,-0.000891864,0.00296939,-0.00279436,-0.00279084,
10992,-1.41092,-0.0196548,0.165357,0.369665,-1.36899,-0.211149,-0.0578406,0.879423,1.26485,1.2389,0.00564934,0.00390394,0.00760215,0.0171161,0.0141467,0.0169411,
10994,-1.41005,-0.0115916,0.0538698,0.549613,-1.36817,-0.196885,0.0499869,0.732796,1.26485,1.2389,0.00811026,0.00246092,-0.00144302,0.0142879,-0.00282819,-0.0169749,
10996,-1.41005,-0.00352837,-0.057617,0.549613,-1.36569,-0.194033,0.265708,0.146105,1.26485,1.23928,0.00806322,-4.70325e-05,-0.00250795,0.00377917,-0.0105088,-0.00768056,
10998,-1.41005,0.00184492,-0.057617,0.369665,-1.36403,-0.208297,0.15788,-0.733841,1.26302,1.23928,0.0053733,-0.00268993,-0.0026429,0.0143595,0.0105803,0.0210891,
11000,-1.41005,0.00721822,-0.057617,0.369665,-1.36403,-0.225413,-0.0578406,-0.880469,1.26119,1.23813,0.0053733,0,0.00268993,0.0171161,0.00275663,-0.00782368,
11002,-1.41179,0.0125948,-0.28059,0.369884,-1.36486,-0.216853,-0.165668,0.43954,1.25972,1.23697,0.00565246,0.000279163,0.000279163,0.00859959,-0.00851653,-0.0112732,
11004,-1.41266,0.0152814,-0.169104,0.189937,-1.36569,-0.202589,-0.165734,0.732796,1.25972,1.23582,0.00282467,-0.00282779,-0.00310695,0.014288,0.00568836,0.0142049,
11006,-1.4083,0.0179681,0.499953,0.189937,-1.36486,-0.202589,0.0500527,-0.000522829,1.25972,1.23543,0.00512292,0.00229825,0.00512604,0.000826817,-0.0134611,-0.0191495,
11008,-1.40045,0.0179681,0.946036,0.0102086,-1.36486,-0.216853,-0.0578406,-0.733841,1.26009,1.23543,0.00785165,0.00272873,0.000430475,0.014264,0.0134372,0.0268983,
11010,-1.3926,0.0179681,0.9459,0.0102086,-1.36486,-0.228265,-0.0578406,-0.587213,1.26009,1.23543,0.00785059,-1.06492e-06,-0.00272979,0.0114119,-0.00285211,-0.0162893,
11012,-1.39172,0.0152814,0.0540059,-0.16952,-1.36486,-0.222561,-0.0578406,0.292733,1.25899,1.23543,0.002825,-0.00502559,-0.00502452,0.00570421,-0.00570769,-0.00285559,
11014,-1.39521,0.0125948,-0.5037,-0.16952,-1.36569,-0.216853,-0.165734,0.292912,1.25752,1.23543,0.00440413,0.00157913,0.00660472,0.00576727,6.30579e-05,0.00577075,
11016,-1.3987,0.00990815,-0.5037,-0.16952,-1.36486,-0.214001,0.0500527,0.146105,1.25642,1.23543,0.00440413,-1.75207e-16,-0.00157913,0.00296953,-0.00279774,-0.00286079,
11018,-1.40045,0.00990815,-0.28059,0.0102086,-1.36403,-0.219705,0.0499869,-0.293779,1.25789,1.23543,0.00174434,-0.00265979,-0.00265979,0.00576375,0.00279422,0.00559195,
